genre,movies,tv
Drama,22.218768456062914,20.24905818334031
Comedy,17.549967361909793,13.122645458350773
Action,8.190606446799913,7.283382168271244
Romance,7.056044263467099,5.818334030975303
Thriller,5.346430014609431,2.825449979070741
Other,39.63818345715085,50.70113017999163
