genre,movies,tv
Drama,23.55920552801997,20.110233874571726
Comedy,13.512535725914402,12.006554446596157
Action,7.000470315835172,2.726053925219723
Romance,8.870880214174596,2.591985699389245
Thriller,6.982381245251619,3.441084462982273
Other,40.07452697080424,59.12408759124088
