genre,count
Comedy,15913
Family,3631
Crime,7315
Romance,7192
Action,9980
Drama,27497
Mystery,4261
Musical,763
Fantasy,2807
Horror,7210
Sci-Fi,2617
Documentary,7107
Sport,998
Thriller,8431
Biography,2338
War,1120
Adventure,5901
Music,1540
Animation,3354
History,2050
Film-Noir,156
Western,1282
Short,845
News,89
Reality-TV,587
TV Movie,8
Talk-Show,47
Science Fiction,3
Adult,12
Game-Show,124
Reality,8
Action & Adventure,1
Soap,1
Kids,1
