genre,movies,tv
Drama,22.467258972713548,18.139950508660984
Comedy,12.729458338229046,12.572174869397855
Action,8.109109642899107,6.928787462194117
Romance,5.951681564700246,4.172394830904592
Thriller,7.332724758453015,2.185867473192191
Other,43.409766723005035,56.00082485565026
