genre,netflix,apple,amazon
Drama,21.767680398782563,22.88525353670606,21.964389842558052
Comedy,16.53605579121432,13.2182569715317,12.711180694789478
Action,7.982840846454334,6.165220934971182,7.971946417017469
Romance,6.772593284923431,7.643942481224894,5.744913690499964
Thriller,4.769094351379203,6.290388309949351,6.734617258704838
Other,42.17173532724615,43.79693776561682,44.8729520964302
